Date,Open,High,Low,Close,Adj Close,Volume
2018-08-28,77.900002,77.980003,76.430000,76.889999,74.183197,3748000
2018-08-29,76.820000,76.860001,75.849998,75.930000,73.256989,3421600
2018-08-30,76.089996,76.190002,75.709999,75.739998,73.073677,4960000
2018-08-31,75.849998,75.980003,75.500000,75.529999,72.871071,2671700
2018-09-04,75.410004,75.580002,74.779999,75.190002,72.543045,2575300
2018-09-05,75.029999,75.419998,74.800003,74.949997,72.311478,2418400
2018-09-06,74.949997,75.550003,74.620003,75.239998,72.591286,3058300
2018-09-07,75.199997,75.199997,74.720001,75.010002,72.369385,1804800
2018-09-10,75.099998,75.209999,74.839996,74.910004,72.272903,1774400
2018-09-11,74.949997,75.690002,74.760002,75.639999,72.977196,2225700
2018-09-12,75.550003,75.610001,74.949997,74.959999,72.321136,2733400
2018-09-13,75.349998,75.419998,75.059998,75.120003,72.475510,1537300
2018-09-14,75.220001,75.550003,75.089996,75.430000,72.774590,1430000
2018-09-17,75.430000,76.099998,75.309998,76.099998,73.421005,1801100
2018-09-18,76.199997,76.769997,75.870003,76.620003,73.922707,1738100
2018-09-19,76.720001,77.089996,76.309998,76.790001,74.086716,2141700
2018-09-20,77.000000,77.720001,77.000000,77.580002,74.848907,2955300
2018-09-21,77.690002,78.139999,77.680000,78.000000,75.254120,7341000
2018-09-24,78.250000,78.250000,77.709999,77.800003,75.061165,1794000
2018-09-25,77.949997,78.040001,77.110001,77.110001,74.395454,2402400
2018-09-26,77.150002,77.919998,77.150002,77.580002,74.848907,2817300
2018-09-27,77.720001,78.120003,77.629997,77.680000,74.945381,1746000
2018-09-28,77.690002,77.690002,76.910004,76.989998,74.279663,2634700
2018-10-01,76.989998,77.150002,75.779999,76.190002,74.328453,1905200
2018-10-02,76.050003,76.080002,75.230003,75.489998,73.645554,2113400
2018-10-03,75.690002,75.809998,75.290001,75.470001,73.626045,1917000
2018-10-04,75.389999,75.540001,74.639999,75.080002,73.245575,3024600
2018-10-05,75.089996,75.639999,75.000000,75.269997,73.430923,2137700
2018-10-09,75.120003,75.199997,74.400002,74.489998,72.669991,2575300
2018-10-10,74.360001,74.709999,73.830002,73.830002,72.026115,2390200
2018-10-11,73.349998,73.400002,71.970001,71.989998,70.231071,5477600
2018-10-12,72.940002,72.940002,71.459999,71.709999,69.957909,3933000
2018-10-15,71.940002,71.940002,71.080002,71.099998,69.362816,2314300
2018-10-16,71.379997,71.830002,70.989998,71.830002,70.074982,2366800
2018-10-17,72.150002,72.239998,71.449997,72.230003,70.465210,2132200
2018-10-18,72.199997,72.199997,71.059998,71.419998,69.674995,2378000
2018-10-19,71.599998,71.879997,71.099998,71.169998,69.431099,1683900
2018-10-22,71.279999,71.339996,70.730003,70.849998,69.118919,2012000
2018-10-23,70.169998,71.019997,69.589996,70.760002,69.031128,4026900
2018-10-24,70.699997,70.699997,69.010002,69.150002,67.460457,3007200
2018-10-25,69.760002,70.550003,69.309998,70.139999,68.426277,2831400
2018-10-26,69.639999,70.139999,69.019997,69.989998,68.279938,2462600
2018-10-29,70.589996,70.879997,69.300003,69.519997,67.821411,2904400
2018-10-30,69.610001,70.230003,69.300003,69.989998,68.279938,2806900
2018-10-31,70.849998,71.190002,70.650002,70.650002,68.923813,2399700
2018-11-01,71.089996,71.089996,70.120003,70.730003,69.001862,2356200
2018-11-02,71.300003,71.489998,70.540001,71.089996,69.353058,2462000
2018-11-05,71.110001,71.489998,70.889999,70.970001,69.235992,1663300
2018-11-06,70.809998,71.209999,70.459999,71.160004,69.421356,1637700
2018-11-07,71.389999,71.389999,70.769997,70.989998,69.255501,2162200
2018-11-08,71.040001,71.500000,70.849998,71.500000,69.753044,1645700
2018-11-09,71.199997,71.470001,70.309998,70.790001,69.060394,2312200
2018-11-12,70.769997,70.779999,70.320000,70.410004,68.689682,1020700
2018-11-13,70.470001,71.389999,70.470001,70.919998,69.187210,2152700
2018-11-14,71.250000,71.550003,70.680000,71.089996,69.353058,1516600
2018-11-15,70.940002,71.230003,70.519997,71.089996,69.353058,1654700
2018-11-16,70.650002,71.070000,70.550003,70.970001,69.235992,1289200
2018-11-19,71.070000,71.089996,70.309998,70.760002,69.031128,1209900
2018-11-20,70.290001,70.330002,69.370003,69.669998,67.967751,2267100
2018-11-21,70.059998,71.059998,69.830002,70.279999,68.562851,2183300
2018-11-22,70.300003,70.559998,69.820000,70.050003,68.338478,1316300
2018-11-23,69.680000,70.180000,69.610001,70.180000,68.465294,1570400
2018-11-26,70.449997,70.610001,70.089996,70.089996,68.377495,2675700
2018-11-27,70.000000,70.470001,69.620003,70.150002,68.436028,3363800
2018-11-28,70.500000,72.199997,70.400002,72.129997,70.367653,5340600
2018-11-29,72.019997,72.940002,71.980003,72.800003,71.021286,4196300
2018-11-30,72.849998,72.940002,72.099998,72.300003,70.533501,5076600
2018-12-03,73.099998,73.169998,72.150002,72.570000,70.796898,2309600
2018-12-04,72.050003,72.330002,71.320000,71.669998,69.918884,4040700
2018-12-05,71.839996,72.779999,71.830002,72.129997,70.367653,1738000
2018-12-06,71.250000,71.529999,70.320000,71.430000,69.684753,3612400
2018-12-07,71.400002,71.970001,71.169998,71.599998,69.850594,5379500
2018-12-10,71.570000,72.070000,71.529999,71.830002,70.074982,3626900
2018-12-11,72.199997,73.080002,71.480003,71.480003,69.733536,4063200
2018-12-12,72.239998,72.699997,71.669998,72.230003,70.465210,3620600
2018-12-13,72.339996,72.949997,71.839996,72.050003,70.289612,3553100
2018-12-14,71.529999,72.320000,71.529999,72.000000,70.240829,3799400
2018-12-17,71.919998,72.199997,71.330002,71.639999,69.889618,3174700
2018-12-18,71.589996,71.970001,70.889999,71.199997,69.460365,6186000
2018-12-19,71.099998,71.599998,69.790001,69.940002,68.231163,3207900
2018-12-20,69.750000,70.010002,69.070000,69.220001,67.528748,2727600
2018-12-21,69.360001,69.360001,67.089996,67.089996,65.450783,9202100
2018-12-24,66.750000,67.540001,66.360001,66.839996,65.206894,2258500
2018-12-27,68.050003,68.300003,67.169998,68.260002,66.592209,3246800
2018-12-28,68.769997,69.440002,68.410004,68.800003,67.119011,4278500
2018-12-31,68.029999,68.440002,67.720001,68.050003,67.217796,2075000
2019-01-02,67.389999,68.550003,67.320000,68.269997,67.435097,2736800
2019-01-03,68.000000,68.110001,67.260002,67.830002,67.000481,2023600
2019-01-04,68.510002,68.699997,68.169998,68.559998,67.721550,1382500
2019-01-07,68.860001,68.949997,68.290001,68.760002,67.919113,2242300
2019-01-08,69.239998,69.519997,68.589996,69.250000,68.403114,2238000
2019-01-09,69.480003,70.550003,69.269997,70.470001,69.608200,2264600
2019-01-10,70.370003,71.209999,70.150002,71.199997,70.329262,2486700
2019-01-11,71.099998,71.400002,70.779999,71.370003,70.497192,1958200
2019-01-14,71.250000,71.699997,71.010002,71.279999,70.408287,2646800
2019-01-15,71.300003,71.680000,70.720001,71.570000,70.694740,1393400
2019-01-16,71.849998,72.519997,71.610001,72.269997,71.386177,1976500
2019-01-17,72.139999,73.300003,72.080002,73.099998,72.206032,2105300
2019-01-18,73.610001,73.940002,73.269997,73.339996,72.443092,2334400
2019-01-21,73.489998,73.809998,72.849998,73.769997,72.867836,720100
2019-01-22,73.480003,73.800003,73.050003,73.800003,72.897476,1811900
2019-01-23,73.839996,74.040001,73.019997,73.370003,72.472733,1898000
2019-01-24,73.199997,73.599998,72.949997,73.489998,72.591263,1804000
2019-01-25,73.820000,73.849998,73.279999,73.570000,72.670280,1344500
2019-01-28,73.339996,73.790001,73.239998,73.779999,72.877716,3508000
2019-01-29,73.769997,74.660004,73.769997,74.320000,73.411110,2317400
2019-01-30,74.470001,74.720001,74.339996,74.470001,73.559280,1466700
2019-01-31,74.349998,74.870003,74.279999,74.800003,73.885246,2633300
2019-02-01,74.690002,74.739998,73.809998,73.820000,72.917229,1970800
2019-02-04,74.250000,74.470001,73.839996,74.230003,73.322220,1940800
2019-02-05,74.260002,74.580002,73.980003,74.540001,73.628426,1711100
2019-02-06,74.400002,74.980003,74.379997,74.610001,73.697563,2140100
2019-02-07,74.760002,74.949997,74.260002,74.830002,73.914879,1779300
2019-02-08,74.449997,74.750000,73.879997,74.480003,73.569160,1599500
2019-02-11,74.610001,74.820000,74.089996,74.480003,73.569160,1849500
2019-02-12,74.599998,74.820000,74.519997,74.620003,73.707443,1519100
2019-02-13,74.800003,74.919998,74.459999,74.589996,73.677803,1172500
2019-02-14,74.449997,74.570000,73.940002,74.320000,73.411110,1655000
2019-02-15,74.540001,75.089996,74.400002,74.769997,73.855606,3252100
2019-02-19,74.760002,74.949997,74.389999,74.889999,73.974144,1749000
2019-02-20,74.870003,75.760002,74.809998,75.580002,74.655708,1924200
2019-02-21,75.519997,75.709999,75.250000,75.500000,74.576683,3297800
2019-02-22,75.410004,75.750000,75.309998,75.379997,74.458145,1218700
2019-02-25,75.580002,75.919998,75.410004,75.419998,74.497658,2002900
2019-02-26,73.470001,73.820000,72.790001,73.169998,72.275177,7766800
2019-02-27,73.169998,73.199997,72.629997,72.720001,71.830681,3222000
2019-02-28,72.500000,73.260002,72.379997,73.139999,72.245544,4734700
2019-03-01,73.599998,73.680000,72.599998,72.669998,71.781288,2659100
2019-03-04,72.970001,73.239998,72.570000,72.760002,71.870193,2566100
2019-03-05,72.820000,73.000000,72.139999,72.430000,71.544228,4038100
2019-03-06,72.440002,72.959999,72.250000,72.720001,71.830681,3423900
2019-03-07,72.629997,72.769997,72.050003,72.370003,71.484962,2652600
2019-03-08,72.000000,72.559998,71.470001,72.250000,71.366425,2995700
2019-03-11,72.349998,72.849998,72.050003,72.529999,71.643005,6345500
2019-03-12,72.779999,72.919998,72.360001,72.830002,71.939339,4523900
2019-03-13,72.980003,73.199997,72.660004,72.760002,71.870193,4017200
2019-03-14,72.820000,72.959999,72.580002,72.860001,71.968971,1330700
2019-03-15,73.220001,73.370003,73.000000,73.089996,72.196152,7927700
2019-03-18,73.190002,73.699997,72.940002,73.699997,72.798691,1789500
2019-03-19,73.860001,73.959999,73.400002,73.480003,72.581390,2972000
2019-03-20,73.370003,73.379997,72.730003,72.779999,71.889946,1997200
2019-03-21,72.500000,72.779999,72.150002,72.480003,71.593620,6783000
2019-03-22,72.110001,72.180000,71.190002,71.389999,70.516945,5226800
2019-03-25,71.290001,71.440002,70.550003,70.790001,69.924286,6084100
2019-03-26,71.190002,71.300003,70.430000,70.620003,69.756363,5831500
2019-03-27,70.470001,70.980003,70.470001,70.779999,69.914406,5939400
2019-03-28,70.720001,71.389999,70.699997,71.290001,70.418167,3230200
2019-03-29,71.690002,71.690002,71.070000,71.139999,70.270004,3674800
2019-04-01,70.790001,71.209999,70.550003,71.150002,71.150002,1997700
2019-04-02,71.150002,71.169998,70.680000,70.820000,70.820000,1939400
2019-04-03,71.000000,71.290001,70.889999,71.099998,71.099998,3038300
2019-04-04,71.120003,71.550003,71.019997,71.300003,71.300003,4106500
2019-04-05,71.400002,71.500000,71.099998,71.370003,71.370003,1438200
2019-04-08,71.180000,71.260002,70.879997,71.239998,71.239998,2181900
2019-04-09,70.910004,71.089996,70.589996,71.050003,71.050003,1768000
2019-04-10,71.129997,71.440002,70.879997,71.349998,71.349998,1484300
2019-04-11,71.320000,71.820000,71.260002,71.260002,71.260002,2388400
2019-04-12,71.680000,71.980003,71.419998,71.779999,71.779999,1709600
2019-04-15,71.739998,72.190002,71.610001,72.040001,72.040001,1525400
2019-04-16,72.129997,72.720001,72.010002,72.540001,72.540001,1745700
2019-04-17,72.720001,72.879997,72.510002,72.849998,72.849998,2577500
2019-04-18,72.860001,73.279999,72.830002,73.160004,73.160004,2012300
2019-04-22,73.000000,73.070000,72.459999,72.599998,72.599998,4008200
2019-04-23,72.669998,73.209999,72.449997,73.160004,73.160004,3863700
2019-04-24,72.949997,73.080002,72.529999,72.589996,72.589996,2005100
2019-04-25,72.589996,73.110001,72.370003,72.900002,72.900002,2775400
2019-04-26,72.849998,73.430000,72.709999,73.410004,73.410004,4987400
2019-04-29,73.389999,74.000000,73.379997,73.589996,73.589996,3960100
2019-04-30,73.510002,73.910004,73.510002,73.779999,73.779999,3167300
2019-05-01,73.820000,74.160004,73.440002,73.669998,73.669998,2052200
2019-05-02,73.739998,73.849998,73.050003,73.180000,73.180000,1837600
2019-05-03,73.300003,73.680000,73.099998,73.410004,73.410004,1600200
2019-05-06,72.809998,73.459999,72.480003,73.459999,73.459999,2988200
2019-05-07,72.879997,72.980003,72.519997,72.930000,72.930000,2421300
2019-05-08,72.860001,72.870003,72.430000,72.440002,72.440002,1677800
2019-05-09,72.209999,72.349998,71.849998,72.059998,72.059998,2037300
2019-05-10,71.949997,72.500000,71.400002,72.330002,72.330002,3350300
2019-05-13,71.699997,71.779999,70.839996,71.139999,71.139999,2802700
2019-05-14,71.169998,71.660004,71.080002,71.370003,71.370003,1643200
2019-05-15,71.050003,71.309998,70.970001,71.099998,71.099998,1521400
2019-05-16,71.330002,71.680000,71.129997,71.529999,71.529999,1841300
2019-05-17,71.309998,71.489998,71.110001,71.449997,71.449997,1310000
2019-05-21,71.400002,72.000000,71.300003,71.790001,71.790001,1994800
2019-05-22,71.589996,71.589996,70.930000,71.279999,71.279999,2831700
2019-05-23,70.809998,70.940002,70.070000,70.500000,70.500000,3368100
2019-05-24,70.650002,70.839996,70.540001,70.599998,70.599998,1860100
2019-05-27,70.769997,70.959999,70.480003,70.570000,70.570000,1269200
2019-05-28,69.709999,70.290001,68.690002,70.150002,70.150002,4837300
2019-05-29,69.750000,70.139999,69.489998,69.849998,69.849998,3046200
2019-05-30,69.800003,69.860001,69.000000,69.400002,69.400002,3191800
2019-05-31,68.830002,69.010002,68.360001,68.559998,68.559998,3267400
2019-06-03,68.599998,69.550003,68.550003,69.209999,69.209999,3596300
2019-06-04,69.690002,70.129997,69.239998,70.070000,70.070000,3381400
2019-06-05,70.300003,70.339996,69.519997,69.949997,69.949997,2463400
2019-06-06,69.809998,70.230003,69.800003,70.029999,70.029999,1780300
2019-06-07,70.010002,70.660004,70.010002,70.400002,70.400002,1720800
2019-06-10,70.739998,70.879997,70.489998,70.720001,70.720001,1858800
2019-06-11,70.820000,71.129997,70.510002,70.769997,70.769997,1675100
2019-06-12,70.610001,70.809998,70.190002,70.220001,70.220001,2202400
2019-06-13,70.349998,70.419998,70.029999,70.330002,70.330002,2045600
2019-06-14,70.199997,70.820000,69.989998,70.589996,70.589996,1458200
2019-06-17,70.610001,70.959999,70.529999,70.610001,70.610001,1099500
2019-06-18,70.760002,71.419998,70.750000,71.220001,71.220001,453339
