Date,Open,High,Low,Close,Adj Close,Volume
2018-08-23,81.870003,81.870003,81.120003,81.209999,78.098083,699200
2018-08-24,81.519997,81.779999,81.239998,81.449997,78.328873,371600
2018-08-27,81.699997,82.110001,81.589996,81.970001,78.828957,449500
2018-08-28,82.500000,83.029999,81.830002,82.150002,79.002068,529600
2018-08-29,82.860001,83.410004,82.269997,83.129997,79.944504,886400
2018-08-30,82.669998,83.169998,82.540001,82.949997,79.771400,711200
2018-08-31,82.379997,82.379997,81.629997,81.959999,78.819344,699100
2018-09-04,81.440002,81.470001,80.580002,81.410004,78.290413,716300
2018-09-05,81.400002,81.930000,81.309998,81.820000,78.684700,645800
2018-09-06,81.750000,82.099998,81.190002,82.070000,78.925117,608500
2018-09-07,82.040001,82.040001,81.290001,81.660004,78.530838,562400
2018-09-10,81.660004,82.029999,81.400002,81.419998,78.300026,512600
2018-09-11,81.430000,81.730003,81.250000,81.699997,78.569298,470500
2018-09-12,81.900002,81.930000,81.489998,81.650002,78.521217,593200
2018-09-13,81.750000,81.910004,81.129997,81.279999,78.165398,923000
2018-09-14,81.360001,81.760002,81.099998,81.629997,78.501984,417600
2018-09-17,81.330002,82.080002,81.330002,81.949997,78.809723,323800
2018-09-18,82.129997,82.839996,81.980003,82.750000,79.579063,291600
2018-09-19,82.750000,83.230003,82.709999,83.089996,79.906036,519000
2018-09-20,83.529999,83.699997,83.269997,83.410004,80.213783,472600
2018-09-21,83.470001,84.360001,83.419998,83.809998,80.598450,548100
2018-09-24,84.000000,84.230003,83.580002,83.660004,80.454193,370200
2018-09-25,83.769997,84.139999,83.419998,83.440002,80.242622,512400
2018-09-26,83.199997,83.470001,82.779999,82.860001,79.684845,437800
2018-09-27,82.980003,83.250000,82.680000,82.760002,79.588692,288500
2018-09-28,82.550003,82.900002,82.309998,82.529999,79.367493,473700
2018-10-01,83.980003,83.980003,83.070000,83.410004,80.213783,372200
2018-10-02,83.339996,83.339996,82.680000,82.830002,79.656006,521500
2018-10-03,83.250000,83.449997,82.669998,83.040001,79.857956,538900
2018-10-04,83.040001,83.120003,82.209999,82.419998,79.261711,506800
2018-10-05,82.680000,82.680000,81.379997,81.580002,78.453903,572600
2018-10-08,81.430000,81.480003,80.889999,81.330002,78.213486,312400
2018-10-09,81.209999,81.599998,80.739998,81.550003,78.425056,616900
2018-10-10,81.510002,81.510002,80.239998,80.250000,77.174866,1068700
2018-10-11,79.820000,79.949997,79.019997,79.199997,76.165100,1671500
2018-10-12,79.930000,79.930000,78.440002,78.919998,75.895821,1209200
2018-10-15,79.410004,79.720001,78.919998,79.250000,76.213181,1054300
2018-10-16,79.680000,80.269997,79.529999,80.190002,77.117165,840700
2018-10-17,80.139999,80.160004,79.480003,79.989998,76.924828,710100
2018-10-18,79.580002,79.949997,79.180000,79.269997,76.232414,667200
2018-10-19,79.099998,79.589996,78.930000,79.040001,76.011238,912500
2018-10-22,79.260002,79.260002,78.419998,78.550003,75.540009,801500
2018-10-23,77.860001,78.599998,77.360001,78.360001,75.357292,956300
2018-10-24,78.190002,78.250000,76.260002,76.330002,73.405075,1071100
2018-10-25,76.779999,76.919998,76.059998,76.269997,73.347374,946600
2018-10-26,75.500000,75.750000,74.660004,75.529999,72.635727,1023600
2018-10-29,75.940002,76.080002,74.089996,74.419998,71.568260,907400
2018-10-30,74.660004,75.610001,74.389999,75.519997,72.626122,1039700
2018-10-31,75.309998,75.570000,74.680000,74.739998,72.801445,886700
2018-11-01,75.309998,75.489998,74.930000,75.279999,73.327438,694900
2018-11-02,75.690002,76.150002,74.919998,75.129997,73.181328,736100
2018-11-05,75.309998,75.769997,75.220001,75.519997,73.561218,480300
2018-11-06,75.250000,75.820000,74.550003,75.739998,73.775505,748700
2018-11-07,76.339996,76.339996,75.559998,75.730003,73.765778,560200
2018-11-08,75.629997,76.019997,75.300003,75.570000,73.609924,458200
2018-11-09,75.389999,75.620003,74.489998,74.830002,72.889114,521000
2018-11-12,74.730003,74.790001,74.349998,74.529999,72.596893,536200
2018-11-13,74.730003,75.349998,74.620003,74.769997,72.830673,555600
2018-11-14,75.250000,75.489998,74.279999,74.760002,72.820930,751000
2018-11-15,74.419998,75.610001,74.320000,75.410004,73.454079,853200
2018-11-16,75.199997,75.449997,74.889999,75.300003,73.346931,511500
2018-11-19,75.080002,75.260002,73.900002,74.309998,72.382607,832100
2018-11-20,73.550003,73.800003,72.529999,72.739998,70.853325,758800
2018-11-21,72.900002,74.750000,72.839996,73.830002,71.915054,832000
2018-11-23,73.480003,73.779999,73.260002,73.480003,71.574135,322800
2018-11-26,74.389999,74.620003,73.459999,73.510002,71.603355,565200
2018-11-27,73.360001,73.760002,72.830002,73.750000,71.837128,710700
2018-11-28,73.940002,75.389999,73.769997,75.180000,73.230042,822700
2018-11-29,75.080002,75.419998,74.519997,74.760002,72.820930,533000
2018-11-30,74.570000,74.610001,73.860001,74.500000,72.567673,586700
2018-12-03,75.650002,75.809998,74.500000,74.879997,72.937820,625600
2018-12-04,74.330002,74.660004,71.809998,71.839996,69.976662,1183600
2018-12-06,69.779999,70.459999,69.010002,70.230003,68.408432,1661100
2018-12-07,70.419998,71.029999,69.449997,69.760002,67.950615,1066400
2018-12-10,69.260002,69.559998,68.320000,68.750000,66.966812,1007500
2018-12-11,69.550003,70.059998,68.010002,68.139999,66.372635,1014200
2018-12-12,69.110001,69.110001,68.089996,68.180000,66.411598,942800
2018-12-13,68.209999,68.470001,67.320000,67.580002,65.827164,642600
2018-12-14,66.660004,67.510002,66.599998,67.139999,65.398575,895200
2018-12-17,67.000000,67.489998,66.139999,66.349998,64.629059,745300
2018-12-18,66.510002,67.550003,66.370003,66.519997,64.794647,906300
2018-12-19,66.870003,67.639999,65.900002,66.019997,64.307617,893000
2018-12-20,65.849998,66.330002,65.419998,65.650002,63.947220,523400
2018-12-21,65.540001,65.769997,64.029999,64.110001,62.447163,697900
2018-12-24,63.660000,64.150002,63.450001,63.509998,61.862720,428000
2018-12-26,63.680000,65.300003,62.790001,65.269997,63.577076,332100
2018-12-27,64.300003,65.169998,63.919998,65.169998,63.479664,688600
2018-12-28,65.279999,65.639999,64.889999,65.070000,63.382263,758300
2018-12-31,65.419998,65.879997,65.059998,65.349998,63.654999,541400
2019-01-02,64.769997,65.949997,64.529999,65.940002,64.229698,634200
2019-01-03,65.959999,66.150002,65.269997,65.830002,64.122551,551300
2019-01-04,66.760002,67.379997,66.370003,67.279999,65.534943,477100
2019-01-07,67.290001,67.690002,66.610001,67.550003,65.797935,625300
2019-01-08,68.120003,68.360001,67.300003,68.339996,66.567444,659400
2019-01-09,68.580002,69.870003,68.580002,69.430000,67.629181,567000
2019-01-10,69.230003,69.959999,68.900002,69.830002,68.018799,462900
2019-01-11,69.739998,70.129997,69.419998,69.919998,68.106461,286000
2019-01-14,69.709999,70.290001,69.550003,69.820000,68.009064,772300
2019-01-15,69.750000,70.699997,69.750000,70.599998,68.768829,484400
2019-01-16,71.000000,71.699997,70.870003,71.540001,69.684448,384500
2019-01-17,71.309998,72.370003,71.220001,72.110001,70.239662,432100
2019-01-18,72.839996,73.120003,72.650002,72.949997,71.057877,426700
2019-01-22,72.250000,72.510002,71.809998,72.370003,70.492928,460100
2019-01-23,72.510002,73.000000,72.099998,72.370003,70.492928,469400
2019-01-24,72.099998,72.629997,71.980003,72.540001,70.658508,367600
2019-01-25,73.110001,73.519997,72.860001,73.480003,71.574135,309100
2019-01-28,73.000000,73.099998,72.470001,72.940002,71.048141,1022700
2019-01-29,72.949997,73.330002,72.930000,73.120003,71.223465,349600
2019-01-30,73.419998,74.389999,73.419998,74.230003,72.304680,634300
2019-01-31,73.260002,73.470001,72.879997,73.190002,72.265182,744700
2019-02-01,73.110001,73.669998,73.110001,73.339996,72.413284,491300
2019-02-04,73.199997,73.760002,73.190002,73.750000,72.818108,470500
2019-02-05,73.639999,74.050003,73.529999,74.050003,73.114319,355300
2019-02-06,73.559998,74.279999,73.559998,73.650002,72.719376,564000
2019-02-07,73.529999,73.529999,72.620003,73.139999,72.215813,553500
2019-02-08,73.019997,73.309998,72.419998,73.059998,72.136826,322300
2019-02-11,73.169998,73.300003,72.720001,72.879997,71.959099,336700
2019-02-12,73.330002,74.080002,73.290001,73.910004,72.976089,420000
2019-02-13,74.169998,74.379997,73.760002,73.900002,72.966217,291800
2019-02-14,73.470001,73.529999,73.050003,73.349998,72.423164,318200
2019-02-15,73.760002,74.279999,73.610001,74.120003,73.183434,405400
2019-02-19,73.669998,74.500000,73.669998,74.349998,73.410522,419800
2019-02-20,74.529999,75.500000,74.529999,75.180000,74.230042,563000
2019-02-21,75.089996,75.379997,74.440002,74.489998,73.548752,719700
2019-02-22,74.669998,75.260002,74.570000,75.129997,74.180664,494400
2019-02-25,75.440002,75.550003,75.139999,75.269997,74.318901,533000
2019-02-26,75.120003,77.180000,75.110001,77.099998,76.125778,732500
2019-02-27,77.500000,78.320000,77.309998,78.269997,77.280991,787900
2019-02-28,78.000000,78.400002,77.500000,77.940002,76.955170,692300
2019-03-01,78.160004,78.230003,77.400002,77.580002,76.599716,461900
2019-03-04,77.720001,78.000000,77.209999,77.690002,76.708328,499200
2019-03-05,77.529999,77.769997,77.199997,77.669998,76.688576,363900
2019-03-06,77.510002,77.930000,77.300003,77.360001,76.382492,475400
2019-03-07,77.239998,77.580002,76.650002,76.900002,75.928307,633700
2019-03-08,76.510002,76.750000,76.260002,76.669998,75.701210,368700
2019-03-11,76.610001,76.870003,76.510002,76.779999,75.809822,906100
2019-03-12,76.849998,76.989998,75.970001,76.349998,75.385254,1291100
2019-03-13,76.489998,76.949997,76.160004,76.830002,75.859192,365100
2019-03-14,76.849998,77.169998,76.639999,77.029999,76.056664,539700
2019-03-15,76.889999,77.820000,76.889999,77.629997,76.649078,430300
2019-03-18,77.820000,78.029999,77.519997,77.959999,76.974907,328200
2019-03-19,78.639999,78.639999,77.610001,77.820000,76.836678,332700
2019-03-20,77.599998,77.699997,76.970001,77.309998,76.333122,425100
2019-03-21,76.610001,76.940002,76.150002,76.519997,75.553101,575500
2019-03-22,75.889999,75.980003,74.900002,75.019997,74.072060,634300
2019-03-25,75.019997,75.339996,74.480003,75.309998,74.358391,549700
2019-03-26,75.769997,76.279999,75.040001,75.489998,74.536118,723000
2019-03-27,75.339996,75.349998,74.720001,75.260002,74.309029,470900
2019-03-28,75.000000,75.410004,74.610001,74.910004,73.963455,405400
2019-03-29,75.639999,75.639999,74.650002,74.820000,73.874588,463100
2019-04-01,75.540001,76.239998,75.139999,76.209999,75.247025,598100
2019-04-02,76.279999,76.669998,75.980003,76.519997,75.553101,574100
2019-04-03,76.800003,77.040001,76.570000,76.570000,75.602478,474300
2019-04-04,76.570000,76.879997,76.430000,76.580002,75.612350,399600
2019-04-05,76.419998,76.650002,76.029999,76.410004,75.444504,331400
2019-04-08,76.459999,76.779999,76.309998,76.769997,75.799942,339300
2019-04-09,76.300003,76.849998,76.150002,76.459999,75.493866,410200
2019-04-10,76.510002,76.699997,76.250000,76.570000,75.602478,266000
2019-04-11,76.250000,77.010002,76.250000,76.660004,75.691338,1399800
2019-04-12,77.120003,77.779999,77.120003,77.449997,76.471352,439800
2019-04-15,77.589996,77.779999,77.180000,77.379997,76.402237,381900
2019-04-16,77.379997,77.930000,77.330002,77.809998,76.826805,358100
2019-04-17,78.199997,78.910004,78.199997,78.769997,77.774673,486900
2019-04-18,78.559998,79.050003,78.529999,78.839996,77.843788,334100
2019-04-22,78.760002,79.150002,78.680000,78.970001,77.972153,314400
2019-04-23,78.870003,79.349998,78.570000,78.680000,77.685814,497900
2019-04-24,78.529999,78.580002,77.900002,78.099998,77.113144,466500
2019-04-25,77.919998,78.349998,77.730003,78.120003,77.132889,485900
2019-04-26,78.070000,78.730003,78.059998,78.580002,77.587082,318700
2019-04-29,78.430000,79.220001,78.400002,79.139999,78.139999,433100
2019-04-30,78.019997,79.080002,78.000000,78.970001,78.970001,487500
2019-05-01,78.839996,79.230003,78.620003,78.620003,78.620003,1440700
2019-05-02,78.470001,78.900002,78.360001,78.489998,78.489998,389700
2019-05-03,78.650002,79.279999,78.650002,79.080002,79.080002,278900
2019-05-06,77.699997,79.220001,77.699997,79.110001,79.110001,331900
2019-05-07,78.279999,78.599998,78.059998,78.360001,78.360001,420600
2019-05-08,78.239998,78.519997,78.050003,78.199997,78.199997,293500
2019-05-09,77.500000,77.910004,77.190002,77.660004,77.660004,443500
2019-05-10,77.610001,77.900002,76.790001,77.650002,77.650002,305000
2019-05-13,76.820000,76.910004,76.040001,76.309998,76.309998,426100
2019-05-14,76.500000,77.129997,76.019997,76.730003,76.730003,288400
2019-05-15,76.400002,77.199997,76.290001,77.080002,77.080002,283900
2019-05-16,77.379997,77.669998,77.080002,77.220001,77.220001,357300
2019-05-17,76.690002,76.980003,76.470001,76.800003,76.800003,379900
2019-05-20,76.599998,77.419998,76.540001,77.099998,77.099998,158700
2019-05-21,77.360001,78.099998,76.959999,77.989998,77.989998,326900
2019-05-22,77.849998,77.879997,77.309998,77.449997,77.449997,263900
2019-05-23,76.589996,76.769997,74.949997,75.570000,75.570000,602500
2019-05-24,75.940002,77.389999,75.889999,77.110001,77.110001,477500
2019-05-28,76.800003,76.839996,76.040001,76.040001,76.040001,402700
2019-05-29,75.470001,75.730003,73.959999,74.449997,74.449997,711700
2019-05-30,74.480003,74.650002,73.389999,73.519997,73.519997,467400
2019-05-31,72.680000,72.760002,71.970001,72.610001,72.610001,516100
2019-06-03,72.370003,73.330002,72.370003,73.129997,73.129997,1315300
2019-06-04,73.849998,74.620003,73.349998,74.519997,74.519997,507800
2019-06-05,74.599998,74.790001,74.059998,74.300003,74.300003,367500
2019-06-06,74.339996,74.720001,73.949997,74.290001,74.290001,344700
2019-06-07,74.669998,74.860001,74.410004,74.470001,74.470001,1405000
2019-06-10,75.000000,75.230003,74.739998,74.870003,74.870003,236200
2019-06-11,75.250000,75.489998,74.769997,74.900002,74.900002,461200
2019-06-12,74.919998,75.050003,74.190002,74.300003,74.300003,373000
2019-06-13,74.370003,74.610001,74.080002,74.360001,74.360001,225600
2019-06-14,74.279999,74.580002,73.809998,74.360001,74.360001,266300
2019-06-17,74.470001,74.839996,74.190002,74.220001,74.220001,209600
2019-06-18,74.260002,74.979897,74.529999,74.940002,74.940002,111760
