Date,Open,High,Low,Close,Adj Close,Volume
2018-06-18,99.860001,100.580002,99.699997,100.440002,96.635750,1296300
2018-06-19,100.040001,100.449997,99.870003,99.970001,96.183556,1594900
2018-06-20,100.279999,100.650002,100.070000,100.440002,96.635750,1653000
2018-06-21,100.309998,100.900002,100.139999,100.660004,96.847412,2077100
2018-06-22,101.000000,101.510002,100.709999,101.370003,97.530525,1614000
2018-06-25,101.239998,101.239998,99.510002,99.800003,96.019989,3575300
2018-06-26,99.849998,100.480003,99.379997,99.610001,95.837181,3191300
2018-06-27,99.860001,99.870003,98.809998,99.029999,95.279152,1813600
2018-06-28,98.949997,99.019997,98.440002,98.820000,95.077103,1340200
2018-06-29,99.000000,99.400002,98.760002,98.989998,95.240677,2162500
2018-07-03,99.199997,99.639999,98.699997,99.489998,95.721725,1766700
2018-07-04,99.360001,99.980003,99.129997,99.370003,95.606277,400700
2018-07-05,99.430000,99.660004,98.949997,99.589996,95.817947,1186700
2018-07-06,99.480003,100.250000,99.370003,100.199997,96.404831,951600
2018-07-09,100.500000,101.050003,100.279999,100.790001,96.972488,1310700
2018-07-10,101.220001,101.449997,100.760002,101.309998,97.472794,1681900
2018-07-11,101.089996,101.110001,100.370003,100.580002,96.770439,3224700
2018-07-12,101.000000,101.629997,100.879997,101.510002,97.665222,1843000
2018-07-13,101.599998,101.599998,101.250000,101.459999,97.617111,1243100
2018-07-16,101.339996,102.139999,101.290001,101.940002,98.078934,1106100
2018-07-17,101.760002,102.430000,101.570000,102.000000,98.136665,1396000
2018-07-18,102.209999,102.349998,101.440002,101.489998,97.645981,1600700
2018-07-19,101.480003,101.769997,101.309998,101.400002,97.559387,1086800
2018-07-20,101.349998,101.690002,101.000000,101.480003,97.636368,1415700
2018-07-23,101.470001,101.860001,101.349998,101.800003,97.944237,1110700
2018-07-24,102.000000,102.459999,101.940002,102.029999,98.165527,1795600
2018-07-25,100.919998,100.980003,100.550003,100.879997,97.961601,1206100
2018-07-26,100.849998,101.459999,100.620003,101.080002,98.155815,1122000
2018-07-27,100.970001,101.379997,100.900002,101.089996,98.165520,1316000
2018-07-30,101.250000,101.570000,101.080002,101.330002,98.398582,1121400
2018-07-31,101.089996,101.589996,100.959999,101.550003,98.612221,2480300
2018-08-01,101.470001,101.849998,101.220001,101.809998,98.864693,1661100
2018-08-02,101.250000,101.559998,100.750000,101.470001,98.534531,1100500
2018-08-03,101.410004,101.529999,101.199997,101.419998,98.485977,1163600
2018-08-07,101.699997,101.809998,100.379997,100.510002,97.602310,2474900
2018-08-08,100.589996,101.370003,100.330002,101.160004,98.233505,1278200
2018-08-09,101.199997,101.919998,101.099998,101.889999,98.942375,1533300
2018-08-10,101.400002,101.739998,100.900002,101.300003,98.369446,1406000
2018-08-13,101.110001,101.629997,101.059998,101.360001,98.427719,1353200
2018-08-14,101.540001,102.150002,101.400002,102.099998,99.146301,1584100
2018-08-15,101.500000,101.790001,101.110001,101.480003,98.544250,2097100
2018-08-16,101.769997,102.349998,101.769997,102.000000,99.049202,1653700
2018-08-17,101.959999,102.989998,101.809998,102.800003,99.826065,1819100
2018-08-20,102.300003,103.139999,102.300003,102.900002,99.923164,1613100
2018-08-21,102.769997,103.199997,102.379997,102.589996,99.622124,2773800
2018-08-22,102.930000,104.120003,102.199997,103.970001,100.962212,4414100
2018-08-23,103.790001,104.139999,103.500000,103.680000,100.680595,2509100
2018-08-24,103.849998,104.080002,103.339996,103.639999,100.641762,1397000
2018-08-27,103.870003,104.239998,103.839996,103.959999,100.952499,1367700
